season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,player_id,player_name,player_age,player_birth_date,player_country_code,player_birth_country_code,player_gender,player_field_position,player_detailed_field_position,club_id,club_shirt_name,club_jersey_number,goals__goals,goals__goals_scored_with_right,goals__goals_scored_with_left,goals__goals_scored_head,goals__goals_scored_other,goals__goals_scored_inside_penalty_area,goals__goals_scored_outside_penalty_area,goals__penalty_scored,goals__matches_appearance
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,25879,Ronaldo,49.0,1976-09-22,BRA,BRA,MALE,FORWARD,,,Ronaldo,99,6.0,,,,,,,,11.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,60624,Ayegbeni Yakubu,43.0,1982-11-22,NGA,,MALE,FORWARD,,52915,Ayegbeni,22,5.0,,,,,,,2.0,5.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,13768,Alessandro Del Piero,51.0,1974-11-09,ITA,ITA,MALE,FORWARD,UNKNOWN,,Del Piero,10,5.0,,,,,,,1.0,13.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,28359,Guti,49.0,1976-10-31,ESP,,MALE,,UNKNOWN,,,14,5.0,,,,,,,,15.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,18811,Pavel Nedvěd,53.0,1972-08-30,CZE,CZE,MALE,,,,,11,5.0,,,,,,,,15.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,59217,Zlatan Ibrahimović,44.0,1981-10-03,SWE,SWE,MALE,FORWARD,STRIKER,,IBRAHIMOVIĆ,11,5.0,,,,,,,,13.0
2002,52268,VAL,Valencia,Valencia,Spain,España,30192,John Carew,46.0,1979-09-05,NOR,,MALE,FORWARD,,,Carew,10,5.0,,,,,,,,13.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,17710,Patrick Kluivert,49.0,1976-07-01,NED,NED,MALE,,,,,9,5.0,,,,,,,,13.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,11369,Ryan Giggs,51.0,1973-11-29,WAL,WAL,MALE,,UNKNOWN,,,11,5.0,,,,,,,,13.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,60651,Julio Rossi,48.0,1977-02-22,ARG,,MALE,FORWARD,,50003,Rossi,,5.0,,,,,,,,12.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,60640,Christian Giménez,51.0,1974-11-13,ARG,,MALE,FORWARD,,5451,Giménez,13,5.0,,,,,,,,12.0
2002,5312,LYO,Lyon,Lyon,France,Francia,22650,Sonny Anderson,55.0,1970-09-19,BRA,,MALE,FORWARD,,,Anderson,,5.0,,,,,,,,6.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,33482,Predrag Djordjević,53.0,1972-08-04,SRB,,MALE,MIDFIELDER,,2606866,P Djordjević,11,4.0,,,,,,,1.0,6.0
2002,52268,VAL,Valencia,Valencia,Spain,España,48379,Rubén Baraja,50.0,1975-07-11,ESP,,MALE,MIDFIELDER,,,Baraja,8,4.0,,,,,,,,12.0
2002,50137,ROM,Roma,Roma,Italy,Italia,43818,Antonio Cassano,43.0,1982-07-12,ITA,ITA,MALE,FORWARD,UNKNOWN,,Cassano,99,4.0,,,,,,,,11.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,22764,Marco Di Vaio,49.0,1976-07-15,ITA,,MALE,,,,,,4.0,,,,,,,,11.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,43316,Diego Tristán,49.0,1976-01-05,ESP,,MALE,FORWARD,,53044,Tristán,,4.0,,,,,,,,10.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,32874,David Trezeguet,48.0,1977-10-15,FRA,FRA,MALE,FORWARD,,74912,Trezeguet,17,4.0,,,,,,,,10.0
2002,50058,MIL,Milan,Milan,Italy,Italia,24271,Andriy Shevchenko,49.0,1976-09-29,UKR,UKR,MALE,FORWARD,,,Shevchenko,7,4.0,,,,,,,,10.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,40990,Juan Verón,50.0,1975-03-09,ARG,ARG,MALE,MIDFIELDER,UNKNOWN,,Verón,,4.0,,,,,,,,9.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,34195,Marko Babić,44.0,1981-01-28,CRO,,MALE,MIDFIELDER,UNKNOWN,,Babić,19,4.0,,,,,,,,8.0
2002,52277,LEN,Lens,Lens,France,Francia,32096,Daniel Moreira,48.0,1977-08-08,FRA,,MALE,FORWARD,,2600671,Moreira,10,4.0,,,,,,,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,30553,Michael Owen,45.0,1979-12-14,,,MALE,FORWARD,,,Owen,7,4.0,,,,,,,,6.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,33466,Tomáš Rosický,45.0,1980-10-04,CZE,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,50033,Rosický,10,3.0,,,,,,,1.0,7.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,3996,Zinédine Zidane,53.0,1972-06-23,FRA,,MALE,,UNKNOWN,,,,3.0,,,,,,,,14.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,26557,Hakan Yakin,48.0,1977-02-22,SUI,SUI,MALE,FORWARD,UNKNOWN,2600433,Yakin,10,3.0,,,,,,,,12.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,26158,Ole Gunnar Solskjær,52.0,1973-02-26,NOR,,MALE,,,,,20,3.0,,,,,,,,12.0
2002,50138,INT,Inter,Inter,Italy,Italia,14136,Christian Vieri,52.0,1973-07-12,ITA,ITA,MALE,FORWARD,,52817,Vieri,32,3.0,,,,,,,,12.0
2002,52268,VAL,Valencia,Valencia,Spain,España,58841,Pablo Aimar,46.0,1979-11-03,ARG,,MALE,MIDFIELDER,UNKNOWN,50147,Aimar,10,3.0,,,,,,,,11.0
2002,50058,MIL,Milan,Milan,Italy,Italia,19898,Jon Dahl Tomasson,49.0,1976-08-29,DEN,DEN,MALE,,,,,11,3.0,,,,,,,,10.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,40911,Marcio Amoroso,51.0,1974-07-05,BRA,,MALE,FORWARD,,,Amoroso,,3.0,,,,,,,,9.0
2002,52268,VAL,Valencia,Valencia,Spain,España,23356,Juan Sánchez,53.0,1972-05-15,ESP,,MALE,FORWARD,,,Sánchez,,3.0,,,,,,,,9.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,59309,Shola Ameobi,44.0,1981-10-12,NGA,,MALE,FORWARD,,2601132,Ameobi,23,3.0,,,,,,,,8.0
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,50885,Maksim Shatskikh,47.0,1978-08-30,UZB,,MALE,FORWARD,,78025,Shatskikh,16,3.0,,,,,,,,6.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,35114,Yaniv Katan,44.0,1981-01-27,ISR,,MALE,MIDFIELDER,UNKNOWN,,Katan,20,3.0,,,,,,,,6.0
2002,50137,ROM,Roma,Roma,Italy,Italia,15895,Francesco Totti,49.0,1976-09-27,ITA,ITA,MALE,FORWARD,STRIKER,,Totti,10,3.0,,,,,,,,6.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,10596,Bernd Schneider,52.0,1973-11-17,GER,,MALE,MIDFIELDER,,,Schneider,25,2.0,,,,,,,2.0,10.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,4065,Luís Figo,53.0,1972-11-04,POR,POR,MALE,MIDFIELDER,,,Figo,7,2.0,,,,,,,1.0,15.0
2002,50058,MIL,Milan,Milan,Italy,Italia,41022,Rivaldo,53.0,1972-04-19,BRA,,MALE,MIDFIELDER,,50129,Rivaldo,10,2.0,,,,,,,1.0,12.0
2002,50138,INT,Inter,Inter,Italy,Italia,29326,Luigi Di Biagio,54.0,1971-06-03,ITA,,MALE,MIDFIELDER,,91464,Di Biagio,,2.0,,,,,,,,14.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,20524,Alessio Tacchinardi,50.0,1975-07-23,ITA,,MALE,MIDFIELDER,,,Tacchinardi,,2.0,,,,,,,,13.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,17296,Paolo Montero,54.0,1971-09-03,URU,,MALE,,,,,,2.0,,,,,,,,13.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,64769,Gilberto Silva,49.0,1976-10-07,BRA,,MALE,MIDFIELDER,UNKNOWN,,Gilberto,15,2.0,,,,,,,,12.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,60806,Steven Pienaar,43.0,1982-03-17,RSA,,MALE,,UNKNOWN,53360,,22,2.0,,,,,,,,12.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,56451,Thiago Motta,43.0,1982-08-28,ITA,,MALE,,DEFENSIVE_MIDFIELDER,52747,,8,2.0,,,,,,,,12.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,4761,Frank de Boer,55.0,1970-05-15,NED,NED,MALE,,UNKNOWN,,,,2.0,,,,,,,,12.0
2002,50138,INT,Inter,Inter,Italy,Italia,40329,Álvaro Recoba,49.0,1976-03-17,URU,,MALE,FORWARD,UNKNOWN,50029,Recoba,20,2.0,,,,,,,,12.0
2002,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,38946,Torsten Frings,49.0,1976-11-22,GER,GER,MALE,MIDFIELDER,UNKNOWN,,Frings,22,2.0,,,,,,,,12.0
2002,52268,VAL,Valencia,Valencia,Spain,España,34775,Mista,47.0,1978-11-12,ESP,,MALE,,,59044,,12,2.0,,,,,,,,11.0
2002,52268,VAL,Valencia,Valencia,Spain,España,26584,Miguel Ángel Angulo,48.0,1977-06-23,ESP,,MALE,,,,,10,2.0,,,,,,,,11.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14670,David Beckham,50.0,1975-05-02,ENG,ENG,MALE,MIDFIELDER,UNKNOWN,,BECKHAM,32,2.0,,,,,,,,11.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,18416,Dmitri Loskov,51.0,1974-02-12,RUS,,MALE,,,,,10,2.0,,,,,,,,10.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,43333,Marcelo Danubio Zalayeta,46.0,1978-12-05,URU,,MALE,FORWARD,UNKNOWN,88359,Zalayeta,25,2.0,,,,,,,,9.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,66472,França,49.0,1976-03-02,BRA,,MALE,FORWARD,,,França,,2.0,,,,,,,,8.0
2002,52268,VAL,Valencia,Valencia,Spain,España,58786,Fábio Aurélio,46.0,1979-09-24,BRA,,MALE,DEFENDER,,,F. Aurelio,6,2.0,,,,,,,,8.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,19918,Fredrik Ljungberg,48.0,1977-04-16,SWE,SWE,MALE,,WINGER,,,8,2.0,,,,,,,,8.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,51453,Dimitar Berbatov,44.0,1981-01-30,BUL,BUL,MALE,FORWARD,UNKNOWN,,Berbatov,10,2.0,,,,,,,,7.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,4875,Jari Litmanen,54.0,1971-02-20,FIN,FIN,MALE,FORWARD,,,Litmanen,10,2.0,,,,,,,,7.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,34417,Sánchez Víctor,49.0,1976-02-23,ESP,,MALE,,,,,23,2.0,,,,,,,,7.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,33643,James Obiorah,47.0,1978-08-24,NGA,,MALE,FORWARD,,51152,Obiorah,,2.0,,,,,,,,7.0
2002,52277,LEN,Lens,Lens,France,Francia,64743,John Utaka,43.0,1982-01-08,NGA,,MALE,FORWARD,,,Utaka,7,2.0,,,,,,,,6.0
2002,52269,AJA,Auxerre,Auxerre,France,Francia,60771,Mwaruwari Benjani,47.0,1978-08-13,ZIM,,MALE,FORWARD,UNKNOWN,84297,Benjani,27,2.0,,,,,,,,6.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,47516,Rafael van der Vaart,42.0,1983-02-11,NED,NED,MALE,MIDFIELDER,UNKNOWN,,Van Der Vaart,8,2.0,,,,,,,,6.0
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,41297,Azar Karadas,44.0,1981-08-09,NOR,,MALE,FORWARD,,52770,Karadas,18,2.0,,,,,,,,6.0
2002,5312,LYO,Lyon,Lyon,France,Francia,29904,Éric Carrière,52.0,1973-05-24,FRA,,MALE,MIDFIELDER,,2601308,Carrière,10,2.0,,,,,,,,6.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,27369,Craig Bellamy,46.0,1979-07-13,WAL,,MALE,,,,,39,2.0,,,,,,,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,24500,Emile Heskey,47.0,1978-01-11,ENG,ENG,MALE,FORWARD,,,Heskey,18,2.0,,,,,,,,6.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,14819,Steve McManaman,53.0,1972-02-11,ENG,ENG,MALE,MIDFIELDER,,,McManaman,,2.0,,,,,,,,6.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,12928,Luis Enrique,55.0,1970-05-08,ESP,,MALE,,UNKNOWN,,,,2.0,,,,,,,,6.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,55459,Ivan Ergić,44.0,1981-01-21,SRB,,MALE,MIDFIELDER,,,Ergić,25,2.0,,,,,,,,5.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,20554,Arnold Bruggink,48.0,1977-07-24,NED,,MALE,FORWARD,,,Bruggink,17,2.0,,,,,,,,5.0
2002,5312,LYO,Lyon,Lyon,France,Francia,19720,Tony Vairelles,52.0,1973-04-10,FRA,,MALE,FORWARD,,,Vairelles,,2.0,,,,,,,,5.0
2002,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,15726,Aleksandr Khatskevich,52.0,1973-10-19,BLR,,MALE,,,,,7,2.0,,,,,,,,5.0
2002,50138,INT,Inter,Inter,Italy,Italia,69498,Obafemi Martins,41.0,1984-10-28,NGA,,MALE,FORWARD,UNKNOWN,,MARTINS,5,2.0,,,,,,,,4.0
2002,5312,LYO,Lyon,Lyon,France,Francia,51012,Sidney Govou,46.0,1979-07-27,FRA,FRA,MALE,FORWARD,STRIKER,,Govou,10,2.0,,,,,,,,4.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,64595,Juan,46.0,1979-02-01,BRA,,MALE,DEFENDER,,,Juan,4,2.0,,,,,,,,3.0
2002,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,64471,Walter Centeno,51.0,1974-10-06,CRC,,MALE,MIDFIELDER,,,Centeno,,2.0,,,,,,,,3.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,13781,Dani García,50.0,1974-12-22,ESP,,MALE,FORWARD,,,Dani García,,2.0,,,,,,,,3.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,63683,Diego Forlán,46.0,1979-05-19,URU,,MALE,FORWARD,,,Forlan,7,1.0,,,,,,,1.0,11.0
2002,52268,VAL,Valencia,Valencia,Spain,España,51053,Kily González,51.0,1974-08-04,ARG,,MALE,MIDFIELDER,UNKNOWN,2601232,Kily González,,1.0,,,,,,,1.0,6.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,44793,Timmy Simons,48.0,1976-12-11,BEL,,MALE,DEFENDER,,,Simons,3,1.0,,,,,,,1.0,6.0
2002,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,3791,Dagfinn Enerly,52.0,1972-12-09,NOR,,MALE,FORWARD,,,Enerly,,1.0,,,,,,,1.0,4.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,6216,Edgar Davids,52.0,1973-03-13,NED,,MALE,MIDFIELDER,,,Davids,13,1.0,,,,,,,,15.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,24736,Míchel Salgado,50.0,1975-10-22,ESP,ESP,MALE,DEFENDER,,53344,Míchel Salgado,2,1.0,,,,,,,,15.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,17387,Roberto Carlos,62.0,1963-04-10,BRA,BRA,MALE,,UNKNOWN,,,3,1.0,,,,,,,,15.0
2002,50138,INT,Inter,Inter,Italy,Italia,55445,Iván Córdoba,49.0,1976-08-11,COL,COL,MALE,DEFENDER,,,Córdoba,2,1.0,,,,,,,,14.0
2002,50058,MIL,Milan,Milan,Italy,Italia,13127,Clarence Seedorf,49.0,1976-04-01,NED,SUR,MALE,,,,,10,1.0,,,,,,,,14.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,66728,Mauro Camoranesi,49.0,1976-10-04,ITA,ARG,MALE,MIDFIELDER,UNKNOWN,,Camoranesi,19,1.0,,,,,,,,13.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,30725,Andy van der Meyde,46.0,1979-09-30,NED,,MALE,MIDFIELDER,UNKNOWN,,Van der Meyde,7,1.0,,,,,,,,13.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,15729,Gaizka Mendieta,51.0,1974-03-27,ESP,ESP,MALE,MIDFIELDER,,,Mendieta,,1.0,,,,,,,,13.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,13150,Alessandro Birindelli,51.0,1974-11-12,ITA,,MALE,DEFENDER,,2601023,Birindelli,,1.0,,,,,,,,13.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,847,Ciro Ferrara,58.0,1967-02-11,ITA,ITA,MALE,DEFENDER,,,Ferrara,,1.0,,,,,,,,12.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,55543,Sergei Ignashevich,46.0,1979-07-14,RUS,RUS,MALE,,CENTRE_BACK,,,4,1.0,,,,,,,,12.0
2002,50058,MIL,Milan,Milan,Italy,Italia,51474,Serginho,54.0,1971-06-27,BRA,BRA,MALE,DEFENDER,,,Serginho,27,1.0,,,,,,,,12.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,35018,Xavi Hernández,45.0,1980-01-25,ESP,ESP,MALE,,UNKNOWN,,,6,1.0,,,,,,,,12.0
2002,50138,INT,Inter,Inter,Italy,Italia,30996,Emre Belözoğlu,45.0,1980-09-07,TUR,TUR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52692,Emre,5,1.0,,,,,,,,12.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,29962,Sylvain Wiltord,51.0,1974-05-10,FRA,,MALE,FORWARD,,,Wiltord,6,1.0,,,,,,,,12.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,24729,Patrick Vieira,49.0,1976-06-23,FRA,SEN,MALE,,CENTRAL_MIDFIELDER,,,24,1.0,,,,,,,,12.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,8861,Gary Speed,56.0,1969-09-08,WAL,,MALE,MIDFIELDER,,68215,Speed,6,1.0,,,,,,,,11.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,54325,Thimothée Atouba,43.0,1982-02-17,CMR,,MALE,DEFENDER,,64251,Atouba,29,1.0,,,,,,,,11.0
2002,50137,ROM,Roma,Roma,Italy,Italia,40177,Emerson,49.0,1976-04-04,BRA,,MALE,MIDFIELDER,,,Emerson,5,1.0,,,,,,,,11.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,35494,Andy Griffin,46.0,1979-03-17,ENG,,MALE,DEFENDER,UNKNOWN,2601160,Griffin,,1.0,,,,,,,,11.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,31121,Vadim Evseev,49.0,1976-01-08,RUS,,MALE,DEFENDER,,,Evseev,2,1.0,,,,,,,,11.0
2002,50139,JUV,Juventus,Juventus,Italy,Italia,23742,Igor Tudor,47.0,1978-04-16,CRO,,MALE,,,,,23,1.0,,,,,,,,11.0
2002,52268,VAL,Valencia,Valencia,Spain,España,21245,Francisco Rufete,49.0,1976-11-20,ESP,,MALE,FORWARD,,74912,Rufete,18,1.0,,,,,,,,11.0
2002,59856,BSL,Basel,Basel,Switzerland,Suiza,14029,Mario Cantaluppi,51.0,1974-04-11,SUI,,MALE,,,52883,,,1.0,,,,,,,,11.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,59421,Nigel de Jong,40.0,1984-11-30,NED,NED,MALE,MIDFIELDER,UNKNOWN,70853,De Jong,34,1.0,,,,,,,,10.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,58638,Juan Riquelme,47.0,1978-06-24,ARG,ARG,MALE,MIDFIELDER,,,Riquelme,16,1.0,,,,,,,,10.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,46507,Nolberto Solano,50.0,1974-12-12,PER,,MALE,MIDFIELDER,,2601123,Solano,4,1.0,,,,,,,,10.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14675,Gary Neville,50.0,1975-02-18,,,MALE,DEFENDER,UNKNOWN,,G. Neville,2,1.0,,,,,,,,10.0
2002,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,66093,Júlio César,45.0,1980-02-26,BRA,,MALE,FORWARD,,,Júlio César,10,1.0,,,,,,,,9.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,44862,Joan Capdevila,47.0,1978-02-03,ESP,ESP,MALE,DEFENDER,FULL_BACK,62180,CAPDEVILA,19,1.0,,,,,,,,9.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14681,Paul Scholes,51.0,1974-11-16,ENG,ENG,MALE,MIDFIELDER,,,SCHOLES,22,1.0,,,,,,,,9.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,49112,Hugo Viana,42.0,1983-01-15,POR,,MALE,,UNKNOWN,,,45,1.0,,,,,,,,8.0
2002,50138,INT,Inter,Inter,Italy,Italia,40880,Matias Almeyda,51.0,1973-12-21,ARG,,MALE,,,,,,1.0,,,,,,,,8.0
2002,50143,AJX,Ajax,Ajax,Netherlands,Holanda,34056,Petri Pasanen,45.0,1980-09-24,FIN,,MALE,DEFENDER,UNKNOWN,50082,Pasanen,24,1.0,,,,,,,,8.0
2002,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,30948,Boris Živković,50.0,1975-11-15,CRO,,MALE,DEFENDER,,,Živković,6,1.0,,,,,,,,8.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,24363,Nwankwo Kanu,49.0,1976-08-01,NGA,,MALE,FORWARD,,84297,Kanu,27,1.0,,,,,,,,8.0
2002,50138,INT,Inter,Inter,Italy,Italia,16224,Domenico Morfeo,49.0,1976-01-16,ITA,,MALE,FORWARD,,54262,Morfeo,10,1.0,,,,,,,,8.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,11463,Phillip Cocu,55.0,1970-10-29,NED,,MALE,,,,,8,1.0,,,,,,,,8.0
2002,59324,NEW,Newcastle,Newcastle,England,Inglaterra,60424,Lomana LuaLua,44.0,1980-12-28,COD,,MALE,FORWARD,UNKNOWN,,LuaLua,32,1.0,,,,,,,,7.0
2002,50051,RMA,Real Madrid,Real Madrid,Spain,España,59825,Javier Portillo,43.0,1982-03-30,ESP,,MALE,FORWARD,,74912,Portillo,,1.0,,,,,,,,7.0
2002,52268,VAL,Valencia,Valencia,Spain,España,44723,Curro Torres,48.0,1976-12-27,ESP,,MALE,,UNKNOWN,89727,,2,1.0,,,,,,,,7.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,34774,Gerard,46.0,1979-03-12,ESP,,MALE,MIDFIELDER,UNKNOWN,,Gerard López,,1.0,,,,,,,,7.0
2002,59044,DEP,Deportivo,Deportivo,Spain,España,24730,César Martín,48.0,1977-04-03,ESP,,MALE,DEFENDER,,2602796,César Martín,,1.0,,,,,,,,7.0
2002,52682,MUN,Man Utd,Man Utd,England,Inglaterra,2137,Laurent Blanc,60.0,1965-11-19,FRA,,MALE,DEFENDER,UNKNOWN,,,,1.0,,,,,,,,7.0
2002,52280,ARS,Arsenal,Arsenal,England,Inglaterra,1297,Dennis Bergkamp,56.0,1969-05-10,NED,,MALE,,,,,,1.0,,,,,,,,7.0
2002,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,59383,Aleksandr Danishevski,41.0,1984-02-23,RUS,,MALE,FORWARD,,,Danishevski,,1.0,,,,,,,,6.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,5394,Pär Zetterberg,55.0,1970-10-14,SWE,,MALE,MIDFIELDER,,,Zetterberg,,1.0,,,,,,,,6.0
2002,52269,AJA,Auxerre,Auxerre,France,Francia,40084,Khalilou Fadiga,50.0,1974-12-30,SEN,,MALE,MIDFIELDER,,52881,Fadiga,99,1.0,,,,,,,,6.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,34900,Gaëtan Englebert,49.0,1976-06-11,BEL,,MALE,MIDFIELDER,,,Englebert,8,1.0,,,,,,,,6.0
2002,50137,ROM,Roma,Roma,Italy,Italia,33879,Gabriel Batistuta,56.0,1969-02-01,ARG,,MALE,FORWARD,,,Batistuta,,1.0,,,,,,,,6.0
2002,50062,PSV,PSV,PSV,Netherlands,Holanda,33118,Dennis Rommedahl,47.0,1978-07-22,DEN,,MALE,FORWARD,,,Rommedahl,24,1.0,,,,,,,,6.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,28042,Walid Badier,51.0,1974-03-12,ISR,,MALE,DEFENDER,UNKNOWN,,Badeer,10,1.0,,,,,,,,6.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,27230,Stelios Giannakopoulos,51.0,1974-07-12,GRE,GRE,MALE,MIDFIELDER,UNKNOWN,50053,Giannakopoulos,7,1.0,,,,,,,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,27091,Danny Murphy,48.0,1977-03-18,ENG,,MALE,MIDFIELDER,,53344,Murphy,13,1.0,,,,,,,,6.0
2002,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,2568,Gert Verheyen,55.0,1970-09-20,BEL,,MALE,FORWARD,,,Verheyen,,1.0,,,,,,,,6.0
2002,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,23420,Nenad Pralija,54.0,1970-12-11,CRO,,MALE,MIDFIELDER,,,Pralija,,1.0,,,,,,,,6.0
2002,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,21546,Paraskevas Antzas,49.0,1976-08-18,GRE,GRE,MALE,DEFENDER,UNKNOWN,,Antzas,18,1.0,,,,,,,,6.0
2002,50137,ROM,Roma,Roma,Italy,Italia,20444,Marco Delvecchio,52.0,1973-04-07,ITA,,MALE,FORWARD,,91464,Delvecchio,,1.0,,,,,,,,6.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,16043,Hasan Salihamidžić,48.0,1977-01-01,GER,,MALE,,,,,7,1.0,,,,,,,,6.0
2002,50080,BAR,Barcelona,Barcelona,Spain,España,15614,Marc Overmars,52.0,1973-03-29,NED,NED,MALE,FORWARD,,,Overmars,,1.0,,,,,,,,6.0
2002,50037,BAY,Bayern München,Bayern München,Germany,Alemania,14956,Giovane Elber,53.0,1972-07-23,BRA,BRA,MALE,FORWARD,,,Elber,,1.0,,,,,,,,6.0
2002,7889,LIV,Liverpool,Liverpool,England,Inglaterra,13926,Sami Hyypiä,52.0,1973-10-07,FIN,FIN,MALE,,,,,4,1.0,,,,,,,,6.0
